timestamp,Channel 1
15972.0,18106.0
15974.0,17754.0
15976.0,16254.0
15978.0,13843.0
15980.0,11242.0
15982.0,9729.0
15984.0,10003.0
15986.0,11817.0
15988.0,14655.0
15990.0,17166.0
15992.0,18244.0
15994.0,17904.0
15996.0,16396.0
15998.0,13954.0
16000.0,11315.0
16002.0,9786.0
16004.0,10056.0
16006.0,11883.0
16008.0,14709.0
16010.0,17174.0
16012.0,18236.0
16014.0,17898.0
16016.0,16400.0
16018.0,13976.0
16020.0,11353.0
16022.0,9814.0
16024.0,10106.0
16026.0,11956.0
16028.0,14779.0
16030.0,17239.0
16032.0,18294.0
16034.0,17953.0
16036.0,16460.0
16038.0,14026.0
16040.0,11385.0
16042.0,9840.0
16044.0,10129.0
16046.0,11990.0
16048.0,14830.0
16050.0,17293.0
16052.0,18369.0
16054.0,18033.0
16056.0,16528.0
16058.0,14085.0
16060.0,11436.0
16062.0,9881.0
16064.0,10153.0
16066.0,11987.0
16068.0,14830.0
16070.0,17314.0
16072.0,18393.0
16074.0,18064.0
16076.0,16566.0
16078.0,14136.0
16080.0,11486.0
16082.0,9914.0
16084.0,10171.0
16086.0,11982.0
16088.0,14805.0
16090.0,17327.0
16092.0,18431.0
16094.0,18112.0
16096.0,16622.0
16098.0,14193.0
16100.0,11539.0
16102.0,9966.0
16104.0,10154.0
16106.0,11861.0
16108.0,14594.0
16110.0,17204.0
16112.0,18461.0
16114.0,18175.0
16116.0,16689.0
16118.0,14260.0
16120.0,11600.0
16122.0,10013.0
16124.0,10226.0
16126.0,11988.0
16128.0,14795.0
16130.0,17371.0
16132.0,18521.0
16134.0,18227.0
16136.0,16734.0
16138.0,14303.0
16140.0,11643.0
16142.0,10062.0
16144.0,10288.0
16146.0,12081.0
16148.0,14909.0
16150.0,17439.0
16152.0,18553.0
16154.0,18244.0
16156.0,16759.0
16158.0,14341.0
16160.0,11684.0
16162.0,10087.0
16164.0,10311.0
16166.0,12110.0
16168.0,14933.0
16170.0,17461.0
16172.0,18584.0
16174.0,18285.0
16176.0,16804.0
16178.0,14388.0
16180.0,11721.0
16182.0,10131.0
16184.0,10346.0
16186.0,12139.0
16188.0,14963.0
16190.0,17496.0
16192.0,18619.0
16194.0,18326.0
16196.0,16850.0
16198.0,14431.0
16200.0,11769.0
16202.0,10171.0
16204.0,10383.0
16206.0,12170.0
16208.0,14988.0
16210.0,17528.0
16212.0,18661.0
16214.0,18378.0
16216.0,16885.0
16218.0,14462.0
16220.0,11790.0
16222.0,10184.0
16224.0,10390.0
16226.0,12161.0
16228.0,14973.0
16230.0,17529.0
16232.0,18688.0
16234.0,18404.0
16236.0,16930.0
16238.0,14514.0
16240.0,11848.0
16242.0,10233.0
16244.0,10416.0
16246.0,12144.0
16248.0,14950.0
16250.0,17549.0
16252.0,18736.0
16254.0,18454.0
16256.0,16987.0
16258.0,14574.0
16260.0,11904.0
16262.0,10277.0
16264.0,10468.0
16266.0,12231.0
16268.0,15044.0
16270.0,17616.0
16272.0,18773.0
16274.0,18495.0
16276.0,17024.0
16278.0,14595.0
16280.0,11919.0
16282.0,10294.0
16284.0,10487.0
16286.0,12273.0
16288.0,15118.0
16290.0,17692.0
16292.0,18844.0
16294.0,18558.0
16296.0,17078.0
16298.0,14641.0
16300.0,11938.0
16302.0,10289.0
16304.0,10493.0
16306.0,12319.0
16308.0,15187.0
16310.0,17754.0
16312.0,18903.0
16314.0,18632.0
16316.0,17155.0
16318.0,14677.0
16320.0,11929.0
16322.0,10265.0
16324.0,10472.0
16326.0,12314.0
16328.0,15216.0
16330.0,17823.0
16332.0,18991.0
16334.0,18699.0
16336.0,17168.0
16338.0,14649.0
16340.0,11839.0
16342.0,10093.0
16344.0,10264.0
16346.0,12129.0
16348.0,15081.0
16350.0,17719.0
16352.0,18899.0
16354.0,18599.0
16356.0,17048.0
16358.0,14498.0
16360.0,11651.0
16362.0,9914.0
16364.0,10114.0
16366.0,11991.0
16368.0,14974.0
16370.0,17666.0
16372.0,18872.0
16374.0,18564.0
16376.0,16974.0
16378.0,14367.0
16380.0,11464.0
16382.0,9673.0
16384.0,9851.0
16386.0,11736.0
16388.0,14753.0
16390.0,17531.0
16392.0,18774.0
16394.0,18451.0
16396.0,16828.0
16398.0,14161.0
16400.0,11199.0
16402.0,9362.0
16404.0,9503.0
16406.0,11385.0
16408.0,14457.0
16410.0,17319.0
16412.0,18620.0
16414.0,18301.0
16416.0,16618.0
16418.0,13883.0
16420.0,10833.0
16422.0,8925.0
16424.0,9094.0
16426.0,11054.0
16428.0,14251.0
16430.0,17225.0
16432.0,18563.0
16434.0,18216.0
16436.0,16486.0
16438.0,13659.0
16440.0,10543.0
16442.0,8627.0
16444.0,8809.0
16446.0,10827.0
16448.0,14072.0
16450.0,17103.0
16452.0,18476.0
16454.0,18133.0
16456.0,16389.0
16458.0,13538.0
16460.0,10371.0
16462.0,8433.0
16464.0,8606.0
16466.0,10623.0
16468.0,13917.0
16470.0,16982.0
16472.0,18353.0
16474.0,18003.0
16476.0,16233.0
16478.0,13340.0
16480.0,10103.0
16482.0,8079.0
16484.0,8201.0
16486.0,10212.0
16488.0,13476.0
16490.0,16557.0
16492.0,17966.0
16494.0,17639.0
16496.0,15885.0
16498.0,12973.0
16500.0,9692.0
16502.0,7614.0
16504.0,7663.0
16506.0,9618.0
16508.0,12883.0
16510.0,16018.0
16512.0,17514.0
16514.0,17284.0
16516.0,15592.0
16518.0,12752.0
16520.0,9475.0
16522.0,7305.0
16524.0,7191.0
16526.0,8990.0
16528.0,12145.0
16530.0,15268.0
16532.0,16888.0
16534.0,16905.0
16536.0,15548.0
16538.0,13103.0
16540.0,10074.0
16542.0,7683.0
16544.0,6820.0
16546.0,7296.0
16548.0,8532.0
16550.0,10030.0
16552.0,10951.0
16554.0,11748.0
16556.0,12556.0
16558.0,13252.0
16560.0,13181.0
16562.0,12166.0
16564.0,10772.0
16566.0,9549.0
16568.0,8856.0
16570.0,9341.0
16572.0,10311.0
16574.0,11388.0
16576.0,12355.0
16578.0,13128.0
16580.0,13059.0
16582.0,12027.0
16584.0,10648.0
16586.0,9443.0
16588.0,8727.0
16590.0,9190.0
16592.0,10151.0
16594.0,11228.0
16596.0,12170.0
16598.0,12918.0
16600.0,12869.0
16602.0,11884.0
16604.0,10516.0
16606.0,9331.0
16608.0,8685.0
16610.0,9201.0
16612.0,10119.0
16614.0,11150.0
16616.0,12098.0
16618.0,12897.0
16620.0,12892.0
16622.0,11966.0
16624.0,10684.0
16626.0,9632.0
16628.0,9023.0
16630.0,9504.0
16632.0,10388.0
16634.0,11411.0
16636.0,12305.0
16638.0,13018.0
16640.0,12972.0
16642.0,12066.0
16644.0,10799.0
16646.0,9714.0
16648.0,9094.0
16650.0,9558.0
16652.0,10427.0
16654.0,11408.0
16656.0,12272.0
16658.0,12963.0
16660.0,12897.0
16662.0,11983.0
16664.0,10742.0
16666.0,9686.0
16668.0,9102.0
16670.0,9586.0
16672.0,10451.0
16674.0,11412.0
16676.0,12240.0
16678.0,12878.0
16680.0,12771.0
16682.0,11851.0
16684.0,10653.0
16686.0,9646.0
16688.0,9079.0
16690.0,9584.0
16692.0,10479.0
16694.0,11414.0
16696.0,12195.0
16698.0,12789.0
16700.0,12649.0
16702.0,11716.0
16704.0,10559.0
16706.0,9604.0
16708.0,9111.0
16710.0,9531.0
16712.0,10427.0
16714.0,11390.0
16716.0,12159.0
16718.0,12698.0
16720.0,12495.0
16722.0,11541.0
16724.0,10406.0
16726.0,9492.0
16728.0,9051.0
16730.0,9644.0
16732.0,10538.0
16734.0,11419.0
16736.0,12102.0
16738.0,12561.0
16740.0,12329.0
16742.0,11376.0
16744.0,10259.0
16746.0,9404.0
16748.0,9033.0
16750.0,9631.0
16752.0,10509.0
16754.0,11341.0
16756.0,11996.0
16758.0,12443.0
16760.0,12183.0
16762.0,11228.0
16764.0,10145.0
16766.0,9325.0
16768.0,8954.0
16770.0,9531.0
16772.0,10381.0
16774.0,11203.0
16776.0,11822.0
16778.0,12230.0
16780.0,11974.0
16782.0,11072.0
16784.0,10031.0
16786.0,9236.0
16788.0,8876.0
16790.0,9472.0
16792.0,10321.0
16794.0,11133.0
16796.0,11770.0
16798.0,12221.0
16800.0,11996.0
16802.0,11092.0
16804.0,10051.0
16806.0,9266.0
16808.0,8883.0
16810.0,9426.0
16812.0,10268.0
16814.0,11099.0
16816.0,11739.0
16818.0,12180.0
16820.0,11956.0
16822.0,11082.0
16824.0,10063.0
16826.0,9263.0
16828.0,8847.0
16830.0,9388.0
16832.0,10248.0
16834.0,11048.0
16836.0,11674.0
16838.0,12132.0
16840.0,11934.0
16842.0,11062.0
16844.0,10023.0
16846.0,9231.0
16848.0,8832.0
16850.0,9356.0
16852.0,10168.0
16854.0,10974.0
16856.0,11623.0
16858.0,12089.0
16860.0,11896.0
16862.0,11038.0
16864.0,10011.0
16866.0,9206.0
16868.0,8783.0
16870.0,9295.0
16872.0,10115.0
16874.0,10926.0
16876.0,11567.0
16878.0,12038.0
16880.0,11874.0
16882.0,11011.0
16884.0,9969.0
16886.0,9146.0
16888.0,8719.0
16890.0,9234.0
16892.0,10052.0
16894.0,10864.0
16896.0,11528.0
16898.0,12017.0
16900.0,11838.0
16902.0,10969.0
16904.0,9929.0
16906.0,9093.0
16908.0,8651.0
16910.0,9153.0
16912.0,9988.0
16914.0,10818.0
16916.0,11478.0
16918.0,11954.0
16920.0,11789.0
16922.0,10919.0
16924.0,9863.0
16926.0,9023.0
16928.0,8589.0
16930.0,9104.0
16932.0,9922.0
16934.0,10756.0
16936.0,11435.0
16938.0,11911.0
16940.0,11734.0
16942.0,10860.0
16944.0,9807.0
16946.0,8979.0
16948.0,8548.0
16950.0,9055.0
16952.0,9872.0
16954.0,10694.0
16956.0,11357.0
16958.0,11841.0
16960.0,11671.0
16962.0,10816.0
16964.0,9768.0
16966.0,8926.0
16968.0,8488.0
16970.0,9006.0
16972.0,9819.0
16974.0,10634.0
16976.0,11293.0
16978.0,11796.0
16980.0,11637.0
16982.0,10769.0
16984.0,9704.0
16986.0,8880.0
16988.0,8433.0
16990.0,8944.0
16992.0,9759.0
16994.0,10586.0
16996.0,11256.0
16998.0,11753.0
17000.0,11579.0
17002.0,10720.0
17004.0,9663.0
17006.0,8821.0
17008.0,8368.0
17010.0,8885.0
17012.0,9720.0
17014.0,10551.0
17016.0,11213.0
17018.0,11709.0
17020.0,11545.0
17022.0,10673.0
17024.0,9601.0
17026.0,8769.0
17028.0,8321.0
17030.0,8833.0
17032.0,9664.0
17034.0,10493.0
17036.0,11169.0
17038.0,11692.0
17040.0,11516.0
17042.0,10641.0
17044.0,9572.0
17046.0,8723.0
17048.0,8261.0
17050.0,8769.0
17052.0,9611.0
17054.0,10454.0
17056.0,11134.0
17058.0,11648.0
17060.0,11503.0
17062.0,10628.0
17064.0,9538.0
17066.0,8661.0
17068.0,8189.0
17070.0,8702.0
17072.0,9546.0
17074.0,10403.0
17076.0,11119.0
17078.0,11660.0
17080.0,11519.0
17082.0,10621.0
17084.0,9497.0
17086.0,8594.0
17088.0,8089.0
17090.0,8593.0
17092.0,9474.0
17094.0,10377.0
17096.0,11137.0
17098.0,11741.0
17100.0,11654.0
17102.0,10754.0
17104.0,9559.0
17106.0,8548.0
17108.0,7953.0
17110.0,8435.0
17112.0,9349.0
17114.0,10324.0
17116.0,11179.0
17118.0,11916.0
17120.0,11950.0
17122.0,11074.0
17124.0,9773.0
17126.0,8582.0
17128.0,7761.0
17130.0,8154.0
17132.0,9108.0
17134.0,10211.0
17136.0,11183.0
17138.0,11998.0
17140.0,12061.0
17142.0,11110.0
17144.0,9709.0
17146.0,8490.0
17148.0,7582.0
17150.0,7930.0
17152.0,8923.0
17154.0,10106.0
17156.0,11226.0
17158.0,12232.0
17160.0,12388.0
17162.0,11397.0
17164.0,9851.0
17166.0,8399.0
17168.0,7338.0
17170.0,7584.0
17172.0,8669.0
17174.0,10006.0
17176.0,11279.0
17178.0,12435.0
17180.0,12721.0
17182.0,11746.0
17184.0,10043.0
17186.0,8331.0
17188.0,7007.0
17190.0,7243.0
17192.0,8425.0
17194.0,9871.0
17196.0,11243.0
17198.0,12489.0
17200.0,12788.0
17202.0,11744.0
17204.0,9959.0
17206.0,8218.0
17208.0,6903.0
17210.0,7141.0
17212.0,8332.0
17214.0,9801.0
17216.0,11214.0
17218.0,12502.0
17220.0,12811.0
17222.0,11751.0
17224.0,9943.0
17226.0,8175.0
17228.0,6846.0
17230.0,7088.0
17232.0,8270.0
17234.0,9751.0
17236.0,11186.0
17238.0,12500.0
17240.0,12848.0
17242.0,11791.0
17244.0,9973.0
17246.0,8149.0
17248.0,6806.0
17250.0,7027.0
17252.0,8192.0
17254.0,9686.0
17256.0,11159.0
17258.0,12523.0
17260.0,12904.0
17262.0,11851.0
17264.0,9983.0
17266.0,8146.0
17268.0,6769.0
17270.0,6961.0
17272.0,8134.0
17274.0,9653.0
17276.0,11125.0
17278.0,12479.0
17280.0,12875.0
17282.0,11847.0
17284.0,9995.0
17286.0,8166.0
17288.0,6752.0
17290.0,6948.0
17292.0,8126.0
17294.0,9627.0
17296.0,11101.0
17298.0,12483.0
17300.0,12904.0
17302.0,11892.0
17304.0,10028.0
17306.0,8179.0
17308.0,6743.0
17310.0,6907.0
17312.0,8077.0
17314.0,9593.0
17316.0,11081.0
17318.0,12464.0
17320.0,12896.0
17322.0,11895.0
17324.0,10031.0
17326.0,8171.0
17328.0,6734.0
17330.0,6896.0
17332.0,8034.0
17334.0,9531.0
17336.0,11013.0
17338.0,12418.0
17340.0,12876.0
17342.0,11893.0
17344.0,10013.0
17346.0,8166.0
17348.0,6784.0
17350.0,6914.0
17352.0,8032.0
17354.0,9511.0
17356.0,10976.0
17358.0,12348.0
17360.0,12767.0
17362.0,11786.0
17364.0,9962.0
17366.0,8136.0
17368.0,6783.0
17370.0,6974.0
17372.0,8058.0
17374.0,9504.0
17376.0,10941.0
17378.0,12307.0
17380.0,12750.0
17382.0,11786.0
17384.0,9955.0
17386.0,8122.0
17388.0,6775.0
17390.0,6958.0
17392.0,8026.0
17394.0,9465.0
17396.0,10911.0
17398.0,12268.0
17400.0,12693.0
17402.0,11727.0
17404.0,9909.0
17406.0,8097.0
17408.0,6734.0
17410.0,6921.0
17412.0,8003.0
17414.0,9448.0
17416.0,10876.0
17418.0,12221.0
17420.0,12676.0
17422.0,11720.0
17424.0,9924.0
17426.0,8117.0
17428.0,6786.0
17430.0,6834.0
17432.0,7878.0
17434.0,9361.0
17436.0,10820.0
17438.0,12193.0
17440.0,12659.0
17442.0,11717.0
17444.0,9916.0
17446.0,8094.0
17448.0,6672.0
17450.0,6825.0
17452.0,7894.0
17454.0,9328.0
17456.0,10772.0
17458.0,12152.0
17460.0,12639.0
17462.0,11724.0
17464.0,9941.0
17466.0,8123.0
17468.0,6681.0
17470.0,6766.0
17472.0,7846.0
17474.0,9286.0
17476.0,10726.0
17478.0,12118.0
17480.0,12623.0
17482.0,11718.0
17484.0,9956.0
17486.0,8159.0
17488.0,6681.0
17490.0,6721.0
17492.0,7792.0
17494.0,9232.0
17496.0,10684.0
17498.0,12079.0
17500.0,12592.0
17502.0,11715.0
17504.0,9993.0
17506.0,8183.0
17508.0,6653.0
17510.0,6606.0
17512.0,7709.0
17514.0,9184.0
17516.0,10647.0
17518.0,12074.0
17520.0,12611.0
17522.0,11729.0
17524.0,9985.0
17526.0,8154.0
17528.0,6624.0
17530.0,6603.0
17532.0,7672.0
17534.0,9126.0
17536.0,10597.0
17538.0,12025.0
17540.0,12576.0
17542.0,11713.0
17544.0,9955.0
17546.0,8127.0
17548.0,6579.0
17550.0,6542.0
17552.0,7632.0
17554.0,9087.0
17556.0,10559.0
17558.0,12009.0
17560.0,12604.0
17562.0,11759.0
17564.0,9998.0
17566.0,8102.0
17568.0,6516.0
17570.0,6408.0
17572.0,7484.0
17574.0,8973.0
17576.0,10496.0
17578.0,11982.0
17580.0,12573.0
17582.0,11699.0
17584.0,9905.0
17586.0,8036.0
17588.0,6469.0
17590.0,6442.0
17592.0,7528.0
17594.0,8991.0
17596.0,10482.0
17598.0,11917.0
17600.0,12469.0
17602.0,11591.0
17604.0,9823.0
17606.0,7996.0
17608.0,6482.0
17610.0,6488.0
17612.0,7529.0
17614.0,8937.0
17616.0,10378.0
17618.0,11790.0
17620.0,12355.0
17622.0,11521.0
17624.0,9809.0
17626.0,7995.0
17628.0,6481.0
17630.0,6448.0
17632.0,7478.0
17634.0,8891.0
17636.0,10343.0
17638.0,11763.0
17640.0,12343.0
17642.0,11539.0
17644.0,9821.0
17646.0,7987.0
17648.0,6468.0
17650.0,6438.0
17652.0,7433.0
17654.0,8827.0
17656.0,10303.0
17658.0,11734.0
17660.0,12329.0
17662.0,11516.0
17664.0,9791.0
17666.0,7957.0
17668.0,6418.0
17670.0,6347.0
17672.0,7339.0
17674.0,8750.0
17676.0,10228.0
17678.0,11676.0
17680.0,12294.0
17682.0,11506.0
17684.0,9755.0
17686.0,7886.0
17688.0,6336.0
17690.0,6306.0
17692.0,7293.0
17694.0,8705.0
17696.0,10173.0
17698.0,11618.0
17700.0,12228.0
17702.0,11423.0
17704.0,9673.0
17706.0,7838.0
17708.0,6336.0
17710.0,6300.0
17712.0,7287.0
17714.0,8693.0
17716.0,10141.0
17718.0,11556.0
17720.0,12138.0
17722.0,11329.0
17724.0,9630.0
17726.0,7834.0
17728.0,6347.0
17730.0,6307.0
17732.0,7304.0
17734.0,8678.0
17736.0,10085.0
17738.0,11441.0
17740.0,11994.0
17742.0,11193.0
17744.0,9518.0
17746.0,7779.0
17748.0,6351.0
17750.0,6351.0
17752.0,7337.0
17754.0,8664.0
17756.0,10008.0
17758.0,11346.0
17760.0,11857.0
17762.0,11052.0
17764.0,9442.0
17766.0,7769.0
17768.0,6402.0
17770.0,6424.0
17772.0,7394.0
17774.0,8693.0
17776.0,9979.0
17778.0,11214.0
17780.0,11688.0
17782.0,10903.0
17784.0,9332.0
17786.0,7725.0
17788.0,6414.0
17790.0,6467.0
17792.0,7418.0
17794.0,8661.0
17796.0,9935.0
17798.0,11158.0
17800.0,11614.0
17802.0,10853.0
17804.0,9324.0
17806.0,7771.0
17808.0,6504.0
17810.0,6551.0
17812.0,7463.0
17814.0,8680.0
17816.0,9901.0
17818.0,11083.0
17820.0,11528.0
17822.0,10794.0
17824.0,9305.0
17826.0,7778.0
17828.0,6548.0
17830.0,6624.0
17832.0,7486.0
17834.0,8662.0
17836.0,9844.0
17838.0,10983.0
17840.0,11429.0
17842.0,10741.0
17844.0,9331.0
17846.0,7927.0
17848.0,6809.0
17850.0,6904.0
17852.0,7754.0
17854.0,8844.0
17856.0,9912.0
17858.0,10874.0
17860.0,11137.0
17862.0,10373.0
17864.0,8976.0
17866.0,7616.0
17868.0,6634.0
17870.0,6888.0
17872.0,7742.0
17874.0,8687.0
17876.0,9584.0
17878.0,10409.0
17880.0,10596.0
17882.0,9923.0
17884.0,8856.0
17886.0,7846.0
17888.0,7117.0
17890.0,7330.0
17892.0,8091.0
17894.0,8946.0
17896.0,9726.0
17898.0,10423.0
17900.0,10554.0
17902.0,9882.0
17904.0,8814.0
17906.0,7818.0
17908.0,7024.0
17910.0,7091.0
17912.0,7729.0
17914.0,8488.0
17916.0,9243.0
17918.0,10001.0
17920.0,10241.0
17922.0,9657.0
17924.0,8643.0
17926.0,7671.0
17928.0,6924.0
17930.0,7101.0
17932.0,7846.0
17934.0,8692.0
17936.0,9480.0
17938.0,10198.0
17940.0,10383.0
17942.0,9764.0
17944.0,8738.0
17946.0,7770.0
17948.0,7011.0
17950.0,7169.0
17952.0,7861.0
17954.0,8676.0
17956.0,9448.0
17958.0,10169.0
17960.0,10357.0
17962.0,9754.0
17964.0,8753.0
17966.0,7774.0
17968.0,7011.0
17970.0,7187.0
17972.0,7865.0
17974.0,8677.0
17976.0,9467.0
17978.0,10209.0
17980.0,10405.0
17982.0,9795.0
17984.0,8749.0
17986.0,7777.0
17988.0,7025.0
17990.0,7202.0
17992.0,7868.0
17994.0,8688.0
17996.0,9473.0
17998.0,10198.0
18000.0,10389.0
18002.0,9795.0
18004.0,8749.0
18006.0,7758.0
18008.0,6994.0
18010.0,7158.0
18012.0,7824.0
18014.0,8640.0
18016.0,9414.0
18018.0,10150.0
18020.0,10353.0
18022.0,9758.0
18024.0,8713.0
18026.0,7723.0
18028.0,6969.0
18030.0,7173.0
18032.0,7906.0
18034.0,8748.0
18036.0,9534.0
18038.0,10273.0
18040.0,10487.0
18042.0,9911.0
18044.0,8891.0
18046.0,7929.0
18048.0,7177.0
18050.0,7316.0
18052.0,7941.0
18054.0,8684.0
18056.0,9401.0
18058.0,10089.0
18060.0,10285.0
18062.0,9718.0
18064.0,8718.0
18066.0,7763.0
18068.0,7040.0
18070.0,7159.0
18072.0,7768.0
18074.0,8524.0
18076.0,9271.0
18078.0,9994.0
18080.0,10216.0
18082.0,9658.0
18084.0,8668.0
18086.0,7703.0
18088.0,6924.0
18090.0,7025.0
18092.0,7669.0
18094.0,8452.0
18096.0,9213.0
18098.0,9934.0
18100.0,10168.0
18102.0,9624.0
18104.0,8632.0
18106.0,7666.0
18108.0,6899.0
18110.0,7009.0
18112.0,7662.0
18114.0,8449.0
18116.0,9206.0
18118.0,9931.0
18120.0,10149.0
18122.0,9599.0
18124.0,8635.0
18126.0,7719.0
18128.0,7004.0
18130.0,7150.0
18132.0,7805.0
18134.0,8576.0
18136.0,9293.0
18138.0,9954.0
18140.0,10141.0
18142.0,9597.0
18144.0,8647.0
18146.0,7737.0
18148.0,7035.0
18150.0,7161.0
18152.0,7764.0
18154.0,8494.0
18156.0,9193.0
18158.0,9863.0
18160.0,10055.0
18162.0,9499.0
18164.0,8539.0
18166.0,7624.0
18168.0,6909.0
18170.0,7064.0
18172.0,7676.0
18174.0,8426.0
18176.0,9141.0
18178.0,9810.0
18180.0,10003.0
18182.0,9460.0
18184.0,8519.0
18186.0,7632.0
18188.0,6927.0
18190.0,7076.0
18192.0,7704.0
18194.0,8442.0
18196.0,9133.0
18198.0,9786.0
18200.0,9975.0
18202.0,9431.0
18204.0,8508.0
18206.0,7635.0
18208.0,6942.0
18210.0,7044.0
18212.0,7674.0
18214.0,8413.0
18216.0,9101.0
18218.0,9745.0
18220.0,9920.0
18222.0,9371.0
18224.0,8473.0
18226.0,7606.0
18228.0,6897.0
18230.0,6977.0
18232.0,7625.0
18234.0,8369.0
18236.0,9054.0
18238.0,9689.0
18240.0,9869.0
18242.0,9331.0
18244.0,8423.0
18246.0,7548.0
18248.0,6854.0
18250.0,6949.0
18252.0,7588.0
18254.0,8317.0
18256.0,9010.0
18258.0,9648.0
18260.0,9824.0
18262.0,9289.0
18264.0,8387.0
18266.0,7524.0
18268.0,6832.0
18270.0,6924.0
18272.0,7571.0
18274.0,8313.0
18276.0,8983.0
18278.0,9606.0
18280.0,9786.0
18282.0,9261.0
18284.0,8356.0
18286.0,7488.0
18288.0,6804.0
18290.0,6911.0
18292.0,7538.0
18294.0,8256.0
18296.0,8933.0
18298.0,9571.0
18300.0,9741.0
18302.0,9208.0
18304.0,8299.0
18306.0,7448.0
18308.0,6771.0
18310.0,6873.0
18312.0,7496.0
18314.0,8225.0
18316.0,8896.0
18318.0,9514.0
18320.0,9682.0
18322.0,9155.0
18324.0,8261.0
18326.0,7417.0
18328.0,6735.0
18330.0,6853.0
18332.0,7472.0
18334.0,8184.0
18336.0,8848.0
18338.0,9452.0
18340.0,9615.0
18342.0,9094.0
18344.0,8205.0
18346.0,7373.0
18348.0,6708.0
18350.0,6814.0
18352.0,7436.0
18354.0,8134.0
18356.0,8795.0
18358.0,9409.0
18360.0,9575.0
18362.0,9057.0
18364.0,8172.0
18366.0,7343.0
18368.0,6689.0
18370.0,6798.0
18372.0,7398.0
18374.0,8086.0
18376.0,8750.0
18378.0,9351.0
18380.0,9512.0
18382.0,9007.0
18384.0,8134.0
18386.0,7314.0
18388.0,6669.0
18390.0,6798.0
18392.0,7392.0
18394.0,8073.0
18396.0,8707.0
18398.0,9289.0
18400.0,9449.0
18402.0,8952.0
18404.0,8093.0
18406.0,7294.0
18408.0,6684.0
18410.0,6812.0
18412.0,7391.0
18414.0,8049.0
18416.0,8659.0
18418.0,9215.0
18420.0,9356.0
18422.0,8881.0
18424.0,8069.0
18426.0,7316.0
18428.0,6738.0
18430.0,6854.0
18432.0,7401.0
18434.0,8020.0
18436.0,8588.0
18438.0,9106.0
18440.0,9238.0
18442.0,8783.0
18444.0,8013.0
18446.0,7310.0
18448.0,6762.0
18450.0,6871.0
18452.0,7394.0
18454.0,7981.0
18456.0,8536.0
18458.0,9038.0
18460.0,9161.0
18462.0,8727.0
18464.0,8004.0
18466.0,7331.0
18468.0,6800.0
18470.0,6888.0
18472.0,7388.0
18474.0,7960.0
18476.0,8488.0
18478.0,8979.0
18480.0,9120.0
18482.0,8700.0
18484.0,7996.0
18486.0,7340.0
18488.0,6821.0
18490.0,6906.0
18492.0,7393.0
18494.0,7943.0
18496.0,8458.0
18498.0,8936.0
18500.0,9061.0
18502.0,8662.0
18504.0,7963.0
18506.0,7314.0
18508.0,6828.0
18510.0,6944.0
18512.0,7398.0
18514.0,7931.0
18516.0,8441.0
18518.0,8910.0
18520.0,9064.0
18522.0,8696.0
18524.0,8002.0
18526.0,7352.0
18528.0,6874.0
18530.0,6988.0
18532.0,7416.0
18534.0,7945.0
18536.0,8451.0
